TableName,ColumnName,PandasDataType
Acomp Entrega,Acordo,string
Acomp Entrega,Nº Acordo,string
Acomp Entrega,Usuário,string
Acomp Entrega,Quando,datetime64[ns]
Acomp Entrega,Data Prevista,datetime64[ns]
Acomp Entrega,Antecipado,string
Consulta1,Empresa_proc,Int64
Consulta1,Obra_Proc,string
Consulta1,Num_Proc,Int64
Consulta1,NumParc_Proc,Int64
Consulta1,DtVencParc_Proc,datetime64[ns]
Consulta1,DtPagParc_Proc,datetime64[ns]
Consulta1,ValorParc_Proc,Float64
Consulta1,ProvParc_Proc,Int64
Consulta1,VlDocFisc_Proc,Float64
Consulta1,StatusParc_proc,Int64
Consulta1,banContParc_proc,Int64
Consulta1,Conta_Proc,string
Consulta1,tipopagParc_proc,string
Consulta1,PrioParc_Proc,Int64
Consulta1,UsrConfDt_Proc,string
Consulta1,UsrConfVl_Proc,string
Consulta1,UsrConfQdade_Proc,string
Consulta1,UsrConfEmiss_Proc,string
Consulta1,Conf_Proc,string
Consulta1,ConfEmissao_Proc,Int64
Consulta1,TipoChq_Proc,string
Consulta1,ChqNome_Proc,string
Consulta1,AcrescParc_Proc,Float64
Consulta1,descParc_Proc,Float64
Consulta1,DocEntreg_Proc,Int64
Consulta1,DataConfDt_Proc,datetime64[ns]
Consulta1,DataConfVl_Proc,datetime64[ns]
Consulta1,DataConfQdade_Proc,datetime64[ns]
Consulta1,CodigoBarra_Proc,string
Consulta1,StatusBoleto_Proc,Int64
Consulta1,Grupo_Proc,string
Consulta1,DocFiscal_Proc,string
Consulta1,ObsPag_Proc,string
Consulta1,ObsEntreg_Proc,string
Consulta1,DtDocFisc_Proc,datetime64[ns]
Consulta1,DtEnvio_Proc,datetime64[ns]
Consulta1,AgCedente_Proc,string
Consulta1,CodigoCedente_Proc,string
Consulta1,NossoNumero_Proc,string
Consulta1,ObraFisc_Proc,string
Consulta1,EndEntr_Proc,string
Consulta1,EndPag_Proc,string
Consulta1,NumReg_Proc,Int64
Consulta1,HistLanc_Proc,string
Consulta1,CategMovFin_Proc,string
Consulta1,HistLancPago_Proc,string
Consulta1,ConvenioConta_Proc,string
Consulta1,DataAprovEmissao_proc,datetime64[ns]
Consulta1,UsrAprovEmissao_proc,string
Consulta1,DataInicioCorrecao_Proc,datetime64[ns]
Consulta1,IndiceReajuste_proc,string
Consulta1,EnviadoComoRiscoSacado_proc,bool
Consulta1,CodPesNovoBeneficiario_proc,Int64
Consulta1,Dados_Proc.Empresa_Proc,Int64
Consulta1,Dados_Proc.Num_Proc,Int64
Consulta1,Dados_Proc.Obra_Proc,string
Consulta1,Dados_Proc.IntExt_Proc,string
Consulta1,User_Proc,string
Consulta1,CodForn_Proc,Int64
Consulta1,Data_Proc,datetime64[ns]
Consulta1,PorcJuro_ProcPar,Float64
Consulta1,PorcMulta_ProcPar,Float64
Consulta1,TipoJuro_ProcPar,Int64
Consulta1,CodImposto_Cimp,string
Consulta1,NumCot_Proc,Int64
Consulta1,TipoDoc_Proc,Int64
Consulta1,Contato_Proc,string
Consulta1,CodMed_Proc,Int64
Consulta1,EmpPaga_Proc,Int64
Consulta1,EmpFatura_Proc,Int64
Consulta1,Contrato_Proc,Int64
Consulta1,OrdemCompra_Proc,Int64
Consulta1,CategProc_proc,string
Consulta1,Anexos_proc,Int64
Consulta1,NumEnt_Proc,Int64
Consulta1,IntExt_Proc,string
Consulta1,VendaTransFinac,Int64
Consulta1,Codigo_cger,string
Consulta1,Desc_cger,string
Consulta1,ValPagar_proc,Float64
Consulta1,NomeBanco,string
Consulta1,DescriCCorrente,string
Consulta1,NomeFornecedor,string
Consulta1,CnpjCpf,string
Consulta1,NomeFantFornecedor,string
Consulta1,NomeEmp_Paga,string
Consulta1,NomeEmp_Fatura,string
Consulta1,Desc_cmf,string
Consulta1,descr_obr,string
Consulta1,Desc_emp,string
Consulta1,Protocolo_ProcPar,Int64
Consulta1,ReterImposto_ProcPar,bool
Consulta1,NumCsf_ProcPar,Int64
Consulta1,Descr_csf,string
Consulta1,CodigoCsrf_csf,string
Consulta1,TipoImposto_ProcPar,Int64
Consulta1,Aliquota_ProcPar,Float64
Consulta1,ChaveTributo_proc,string
Consulta1,CodDepartamento_ProcPar,string
Consulta1,Descr_Cad,string
Consulta1,Obra_RelAdmObr,string
Consulta1,Desc_Obra_RelAdmObr,string
Consulta1,Num_RelAdmObr,Int64
Consulta1,Descricao_RelAdmObr,string
Consulta1,Num_nfe,Int64
Consulta1,Banco_pcb,Int64
Consulta1,Nome_banco,string
Consulta1,Adiantamento_ProcPar,bool
Consulta1,Status_nfe,Int64
Consulta1,QtdeParcelas_ProcPar,Int64
Consulta1,NumSeqParcela_pps,Int64
Consulta1,ValPagar,Float64
Consulta1,ChaveNFe_ProcPar,string
Consulta1,StatusNFe_ProcPar,Int64
Consulta1,ObservacaoErro_ProcPar,string
Consulta1,EmpresaProcPaiReemb_ProcPar,Int64
Consulta1,NomeBeneficiario,string
Consulta1,Id_crs,Int64
Consulta1,Descricao_crs,string
Contas Recebidas,EmpObr,string
Contas Recebidas,GRUPO,string
Contas Recebidas,Tipo,string
Contas Recebidas,Cliente,Int64
Contas Recebidas,Nome,string
Contas Recebidas,Venda,Int64
Contas Recebidas,TipoParc,string
Contas Recebidas,Num Parc,Int64
Contas Recebidas,Valor Dep,Float64
Contas Recebidas,Data Deposito,datetime64[ns]
Contas Recebidas,InsumoPL_des,Int64
Contas Recebidas,Categoria_Pr,string
Contas Recebidas,empresa_rec,Int64
Contas Recebidas,obra_rec,string
Contas Recebidas,cap_rec,string
Contas Recebidas,bancodep_rpg,Int64
Contas Recebidas,contadep_rpg,string
Contas Recebidas,categmovfin_dep,string
Contas a Pagar,IDPagar,string
Contas a Pagar,EmpObr,string
Contas a Pagar,Empresa,Int64
Contas a Pagar,Nome Empresa,string
Contas a Pagar,Obra,string
Contas a Pagar,Nome Obra,string
Contas a Pagar,Processo,Int64
Contas a Pagar,Parcela,Int64
Contas a Pagar,Vencimento,datetime64[ns]
Contas a Pagar,Prorrogação,datetime64[ns]
Contas a Pagar,Nominal,string
Contas a Pagar,ValPagar,Float64
Contas a Pagar,Número Doc,string
Contas a Pagar,Valor Doc,Float64
Contas a Pagar,CodForn_Proc,Int64
Contas a Pagar,CategMovFin_Proc,string
Contas a Pagar,CodInsProc_Item,string
Contas a Pagar,TipoDoc_Proc,Int64
DateTableTemplate_efb794ca-a0b7-492c-9045-c83925b04097,Ano,object
DateTableTemplate_efb794ca-a0b7-492c-9045-c83925b04097,MonthNo,object
DateTableTemplate_efb794ca-a0b7-492c-9045-c83925b04097,Mês,object
DateTableTemplate_efb794ca-a0b7-492c-9045-c83925b04097,QuarterNo,object
DateTableTemplate_efb794ca-a0b7-492c-9045-c83925b04097,Trimestre,object
DateTableTemplate_efb794ca-a0b7-492c-9045-c83925b04097,Dia,object
Emprendimentos Responsáveis UAU,Nome do Empreendimento,string
Emprendimentos Responsáveis UAU,Estado,string
Emprendimentos Responsáveis UAU,Cliente Empreendedor,string
Emprendimentos Responsáveis UAU,Cidade,string
Emprendimentos Responsáveis UAU,Status,string
Emprendimentos Responsáveis UAU,Líder de R.E,string
Emprendimentos Responsáveis UAU,Líder Especialista,string
Emprendimentos Responsáveis UAU,Ponta,string
Emprendimentos Responsáveis UAU,Tipologia,string
Emprendimentos Responsáveis UAU,ERP,string
Emprendimentos Responsáveis UAU,VGV do Projeto,decimal.Decimal
Emprendimentos Responsáveis UAU,OBRAS UAU,Int64
Emprendimentos Responsáveis UAU,Código RealEstateCo,string
Emprendimentos Responsáveis UAU,Fundo 2,string
Emprendimentos Responsáveis UAU,Holding Nível 1,string
Emprendimentos Responsáveis UAU,Holding Nível 2,string
Emprendimentos Responsáveis UAU,SPE's,string
Emprendimentos Responsáveis UAU,Holding Nível 3,string
Empresas,Codigo_emp,Float64
Empresas,Desc_Emp,string
Empresas,CodGrupo_emp,string
Empresas,TipoEmpresa,string
Empresas,GrupoEconomico,string
Fora do Prazo,Empresa_pag,Int64
Fora do Prazo,Contador,Int64
Fora do Prazo,Data do Processo + 15 dias,datetime64[ns]
Fora do Prazo,Data do Processo,datetime64[ns]
Fora do Prazo,User_Pag,string
Fora do Prazo,DataEmissao_Pag,datetime64[ns]
Fora do Prazo,Desc_emp,string
Fora do Prazo,descr_obr,string
Fora do Prazo,NumProc_Pag,Int64
Fora do Prazo,ObraProc_Pag,string
Fora do Prazo,Cap_Pag,string
Fora do Prazo,Descrição CAP Pago,string
Fora do Prazo,Fornecedor,string
Fora do Prazo,EmpObr,string
Fracao Ideal,Empresa_unid,Int64
Fracao Ideal,Obra_unid,string
Fracao Ideal,Codigo_Unid,string
Fracao Ideal,PorcentPr_Unid,Float64
Fracao Ideal,Identificador_unid,string
Fracao Ideal,UsrCad_unid,string
Fracao Ideal,DataCad_unid,datetime64[ns]
Fracao Ideal,FracaoIdeal_unid,Float64
Fracao Ideal,FracaoIdealDecimal_unid,Float64
Fracao Ideal,DataEntregaChaves_unid,datetime64[ns]
Fracao Ideal,EmpObr,string
Fracao Ideal,descr_obr,string
Hieraquia,Líder de R.E,string
Hieraquia,Líder Especialista,string
Hieraquia,Ponta,string
Juros e Multas,descr_plt,string
Juros e Multas,hierarquia,string
Juros e Multas,Valor_acd,Float64
Juros e Multas,Descrição Acrescimo,string
Juros e Multas,Cap Acrescimo,string
Juros e Multas,Desc_emp,string
Juros e Multas,descr_obr,string
Juros e Multas,numparc_pag,Int64
Juros e Multas,numproc_pag,Int64
Juros e Multas,empresa_pag,Int64
Juros e Multas,obraproc_pag,string
Juros e Multas,dataemissao_pag,datetime64[ns]
Juros e Multas,DataVencParc_Pag,datetime64[ns]
Juros e Multas,identificador_de_atrasados,Int64
Juros e Multas,Fornecedor,string
Juros e Multas,EmpObr,string
LocalDateTable_05176658-e9b6-48e0-8043-cd3fe991fd4f,Ano,object
LocalDateTable_05176658-e9b6-48e0-8043-cd3fe991fd4f,MonthNo,object
LocalDateTable_05176658-e9b6-48e0-8043-cd3fe991fd4f,Mês,object
LocalDateTable_05176658-e9b6-48e0-8043-cd3fe991fd4f,QuarterNo,object
LocalDateTable_05176658-e9b6-48e0-8043-cd3fe991fd4f,Trimestre,object
LocalDateTable_05176658-e9b6-48e0-8043-cd3fe991fd4f,Dia,object
LocalDateTable_0f9cfd4b-cdfd-43a8-bb70-c8cd8b67f49d,Ano,object
LocalDateTable_0f9cfd4b-cdfd-43a8-bb70-c8cd8b67f49d,MonthNo,object
LocalDateTable_0f9cfd4b-cdfd-43a8-bb70-c8cd8b67f49d,Mês,object
LocalDateTable_0f9cfd4b-cdfd-43a8-bb70-c8cd8b67f49d,QuarterNo,object
LocalDateTable_0f9cfd4b-cdfd-43a8-bb70-c8cd8b67f49d,Trimestre,object
LocalDateTable_0f9cfd4b-cdfd-43a8-bb70-c8cd8b67f49d,Dia,object
LocalDateTable_1070f2aa-5dfe-41cc-b789-3228fb753302,Ano,object
LocalDateTable_1070f2aa-5dfe-41cc-b789-3228fb753302,MonthNo,object
LocalDateTable_1070f2aa-5dfe-41cc-b789-3228fb753302,Mês,object
LocalDateTable_1070f2aa-5dfe-41cc-b789-3228fb753302,QuarterNo,object
LocalDateTable_1070f2aa-5dfe-41cc-b789-3228fb753302,Trimestre,object
LocalDateTable_1070f2aa-5dfe-41cc-b789-3228fb753302,Dia,object
LocalDateTable_182559af-55a2-4ea2-a7b6-71effc207f82,Ano,object
LocalDateTable_182559af-55a2-4ea2-a7b6-71effc207f82,MonthNo,object
LocalDateTable_182559af-55a2-4ea2-a7b6-71effc207f82,Mês,object
LocalDateTable_182559af-55a2-4ea2-a7b6-71effc207f82,QuarterNo,object
LocalDateTable_182559af-55a2-4ea2-a7b6-71effc207f82,Trimestre,object
LocalDateTable_182559af-55a2-4ea2-a7b6-71effc207f82,Dia,object
LocalDateTable_1fa44de2-0cef-4aef-a2a5-4ab2a9558b4d,Ano,object
LocalDateTable_1fa44de2-0cef-4aef-a2a5-4ab2a9558b4d,MonthNo,object
LocalDateTable_1fa44de2-0cef-4aef-a2a5-4ab2a9558b4d,Mês,object
LocalDateTable_1fa44de2-0cef-4aef-a2a5-4ab2a9558b4d,QuarterNo,object
LocalDateTable_1fa44de2-0cef-4aef-a2a5-4ab2a9558b4d,Trimestre,object
LocalDateTable_1fa44de2-0cef-4aef-a2a5-4ab2a9558b4d,Dia,object
LocalDateTable_27cf94a4-38d2-4032-a28f-ae67ac5dc037,Ano,object
LocalDateTable_27cf94a4-38d2-4032-a28f-ae67ac5dc037,MonthNo,object
LocalDateTable_27cf94a4-38d2-4032-a28f-ae67ac5dc037,Mês,object
LocalDateTable_27cf94a4-38d2-4032-a28f-ae67ac5dc037,QuarterNo,object
LocalDateTable_27cf94a4-38d2-4032-a28f-ae67ac5dc037,Trimestre,object
LocalDateTable_27cf94a4-38d2-4032-a28f-ae67ac5dc037,Dia,object
LocalDateTable_2cd2d8f5-91e2-4655-84e2-2f782365282f,Ano,object
LocalDateTable_2cd2d8f5-91e2-4655-84e2-2f782365282f,MonthNo,object
LocalDateTable_2cd2d8f5-91e2-4655-84e2-2f782365282f,Mês,object
LocalDateTable_2cd2d8f5-91e2-4655-84e2-2f782365282f,QuarterNo,object
LocalDateTable_2cd2d8f5-91e2-4655-84e2-2f782365282f,Trimestre,object
LocalDateTable_2cd2d8f5-91e2-4655-84e2-2f782365282f,Dia,object
LocalDateTable_2e526964-956a-400a-837a-0f7211a9234a,Ano,object
LocalDateTable_2e526964-956a-400a-837a-0f7211a9234a,MonthNo,object
LocalDateTable_2e526964-956a-400a-837a-0f7211a9234a,Mês,object
LocalDateTable_2e526964-956a-400a-837a-0f7211a9234a,QuarterNo,object
LocalDateTable_2e526964-956a-400a-837a-0f7211a9234a,Trimestre,object
LocalDateTable_2e526964-956a-400a-837a-0f7211a9234a,Dia,object
LocalDateTable_3733a0dd-9626-4101-9e16-f94f4d74f372,Ano,object
LocalDateTable_3733a0dd-9626-4101-9e16-f94f4d74f372,MonthNo,object
LocalDateTable_3733a0dd-9626-4101-9e16-f94f4d74f372,Mês,object
LocalDateTable_3733a0dd-9626-4101-9e16-f94f4d74f372,QuarterNo,object
LocalDateTable_3733a0dd-9626-4101-9e16-f94f4d74f372,Trimestre,object
LocalDateTable_3733a0dd-9626-4101-9e16-f94f4d74f372,Dia,object
LocalDateTable_453c353e-97de-4cd3-b6f6-4178fa9d34a8,Ano,object
LocalDateTable_453c353e-97de-4cd3-b6f6-4178fa9d34a8,MonthNo,object
LocalDateTable_453c353e-97de-4cd3-b6f6-4178fa9d34a8,Mês,object
LocalDateTable_453c353e-97de-4cd3-b6f6-4178fa9d34a8,QuarterNo,object
LocalDateTable_453c353e-97de-4cd3-b6f6-4178fa9d34a8,Trimestre,object
LocalDateTable_453c353e-97de-4cd3-b6f6-4178fa9d34a8,Dia,object
LocalDateTable_4b8492c9-d6b9-4644-a47f-93428e8f4733,Ano,object
LocalDateTable_4b8492c9-d6b9-4644-a47f-93428e8f4733,MonthNo,object
LocalDateTable_4b8492c9-d6b9-4644-a47f-93428e8f4733,Mês,object
LocalDateTable_4b8492c9-d6b9-4644-a47f-93428e8f4733,QuarterNo,object
LocalDateTable_4b8492c9-d6b9-4644-a47f-93428e8f4733,Trimestre,object
LocalDateTable_4b8492c9-d6b9-4644-a47f-93428e8f4733,Dia,object
LocalDateTable_5158f55a-94f0-4a03-b315-03c46ae344b3,Ano,object
LocalDateTable_5158f55a-94f0-4a03-b315-03c46ae344b3,MonthNo,object
LocalDateTable_5158f55a-94f0-4a03-b315-03c46ae344b3,Mês,object
LocalDateTable_5158f55a-94f0-4a03-b315-03c46ae344b3,QuarterNo,object
LocalDateTable_5158f55a-94f0-4a03-b315-03c46ae344b3,Trimestre,object
LocalDateTable_5158f55a-94f0-4a03-b315-03c46ae344b3,Dia,object
LocalDateTable_552a0688-8aae-42b9-9212-c064f27f3f3d,Ano,object
LocalDateTable_552a0688-8aae-42b9-9212-c064f27f3f3d,MonthNo,object
LocalDateTable_552a0688-8aae-42b9-9212-c064f27f3f3d,Mês,object
LocalDateTable_552a0688-8aae-42b9-9212-c064f27f3f3d,QuarterNo,object
LocalDateTable_552a0688-8aae-42b9-9212-c064f27f3f3d,Trimestre,object
LocalDateTable_552a0688-8aae-42b9-9212-c064f27f3f3d,Dia,object
LocalDateTable_591f8064-394e-4b2b-981d-3e69a7bf8dc4,Ano,object
LocalDateTable_591f8064-394e-4b2b-981d-3e69a7bf8dc4,MonthNo,object
LocalDateTable_591f8064-394e-4b2b-981d-3e69a7bf8dc4,Mês,object
LocalDateTable_591f8064-394e-4b2b-981d-3e69a7bf8dc4,QuarterNo,object
LocalDateTable_591f8064-394e-4b2b-981d-3e69a7bf8dc4,Trimestre,object
LocalDateTable_591f8064-394e-4b2b-981d-3e69a7bf8dc4,Dia,object
LocalDateTable_6220584f-0eda-4f0b-a1c0-3a8604ae33bb,Ano,object
LocalDateTable_6220584f-0eda-4f0b-a1c0-3a8604ae33bb,MonthNo,object
LocalDateTable_6220584f-0eda-4f0b-a1c0-3a8604ae33bb,Mês,object
LocalDateTable_6220584f-0eda-4f0b-a1c0-3a8604ae33bb,QuarterNo,object
LocalDateTable_6220584f-0eda-4f0b-a1c0-3a8604ae33bb,Trimestre,object
LocalDateTable_6220584f-0eda-4f0b-a1c0-3a8604ae33bb,Dia,object
LocalDateTable_76b67b4f-4834-4795-9ae8-0d768b2e39c3,Ano,object
LocalDateTable_76b67b4f-4834-4795-9ae8-0d768b2e39c3,MonthNo,object
LocalDateTable_76b67b4f-4834-4795-9ae8-0d768b2e39c3,Mês,object
LocalDateTable_76b67b4f-4834-4795-9ae8-0d768b2e39c3,QuarterNo,object
LocalDateTable_76b67b4f-4834-4795-9ae8-0d768b2e39c3,Trimestre,object
LocalDateTable_76b67b4f-4834-4795-9ae8-0d768b2e39c3,Dia,object
LocalDateTable_7a9e799e-1e5b-47f4-97db-03324e6a8608,Ano,object
LocalDateTable_7a9e799e-1e5b-47f4-97db-03324e6a8608,MonthNo,object
LocalDateTable_7a9e799e-1e5b-47f4-97db-03324e6a8608,Mês,object
LocalDateTable_7a9e799e-1e5b-47f4-97db-03324e6a8608,QuarterNo,object
LocalDateTable_7a9e799e-1e5b-47f4-97db-03324e6a8608,Trimestre,object
LocalDateTable_7a9e799e-1e5b-47f4-97db-03324e6a8608,Dia,object
LocalDateTable_7b3769d0-cd22-4316-b163-3a821ad8acff,Ano,object
LocalDateTable_7b3769d0-cd22-4316-b163-3a821ad8acff,MonthNo,object
LocalDateTable_7b3769d0-cd22-4316-b163-3a821ad8acff,Mês,object
LocalDateTable_7b3769d0-cd22-4316-b163-3a821ad8acff,QuarterNo,object
LocalDateTable_7b3769d0-cd22-4316-b163-3a821ad8acff,Trimestre,object
LocalDateTable_7b3769d0-cd22-4316-b163-3a821ad8acff,Dia,object
LocalDateTable_8305f3f4-9ab1-4278-a72e-25b5c45eaf3d,Ano,object
LocalDateTable_8305f3f4-9ab1-4278-a72e-25b5c45eaf3d,MonthNo,object
LocalDateTable_8305f3f4-9ab1-4278-a72e-25b5c45eaf3d,Mês,object
LocalDateTable_8305f3f4-9ab1-4278-a72e-25b5c45eaf3d,QuarterNo,object
LocalDateTable_8305f3f4-9ab1-4278-a72e-25b5c45eaf3d,Trimestre,object
LocalDateTable_8305f3f4-9ab1-4278-a72e-25b5c45eaf3d,Dia,object
LocalDateTable_8b299b34-a049-43c2-b0b3-c4d0cedc83ce,Ano,object
LocalDateTable_8b299b34-a049-43c2-b0b3-c4d0cedc83ce,MonthNo,object
LocalDateTable_8b299b34-a049-43c2-b0b3-c4d0cedc83ce,Mês,object
LocalDateTable_8b299b34-a049-43c2-b0b3-c4d0cedc83ce,QuarterNo,object
LocalDateTable_8b299b34-a049-43c2-b0b3-c4d0cedc83ce,Trimestre,object
LocalDateTable_8b299b34-a049-43c2-b0b3-c4d0cedc83ce,Dia,object
LocalDateTable_8d2f1d0d-cc83-4ff7-985f-cc0c6171733b,Ano,object
LocalDateTable_8d2f1d0d-cc83-4ff7-985f-cc0c6171733b,MonthNo,object
LocalDateTable_8d2f1d0d-cc83-4ff7-985f-cc0c6171733b,Mês,object
LocalDateTable_8d2f1d0d-cc83-4ff7-985f-cc0c6171733b,QuarterNo,object
LocalDateTable_8d2f1d0d-cc83-4ff7-985f-cc0c6171733b,Trimestre,object
LocalDateTable_8d2f1d0d-cc83-4ff7-985f-cc0c6171733b,Dia,object
LocalDateTable_8ee7ff74-a4c3-4fd8-af61-eab231639013,Ano,object
LocalDateTable_8ee7ff74-a4c3-4fd8-af61-eab231639013,MonthNo,object
LocalDateTable_8ee7ff74-a4c3-4fd8-af61-eab231639013,Mês,object
LocalDateTable_8ee7ff74-a4c3-4fd8-af61-eab231639013,QuarterNo,object
LocalDateTable_8ee7ff74-a4c3-4fd8-af61-eab231639013,Trimestre,object
LocalDateTable_8ee7ff74-a4c3-4fd8-af61-eab231639013,Dia,object
LocalDateTable_98b9bd50-5795-44c9-a3e0-8e43c86585ca,Ano,object
LocalDateTable_98b9bd50-5795-44c9-a3e0-8e43c86585ca,MonthNo,object
LocalDateTable_98b9bd50-5795-44c9-a3e0-8e43c86585ca,Mês,object
LocalDateTable_98b9bd50-5795-44c9-a3e0-8e43c86585ca,QuarterNo,object
